t,body_i,body_j,distance
1.8542730853491634,1,3,2.9844704221980556
1.8781794931337954,1,2,0.019804218376780227
2.6958747726402366,2,3,2.202422202335652
3.1035551365868055,1,3,1.7579307402685085
15.106107413407788,1,2,0.46715528244125964
